name,crate,tag
if,nu-command,0.32.0
insert,nu-command,0.32.0
into,nu-command,0.32.0
into binary,nu-command,0.32.0
into int,nu-command,0.32.0
into string,nu-command,0.32.0
keep,nu-command,0.32.0
keep until,nu-command,0.32.0
keep while,nu-command,0.32.0
kill,nu-command,0.32.0
last,nu-command,0.32.0
length,nu-command,0.32.0
let,nu-command,0.32.0
let-env,nu-command,0.32.0
lines,nu-command,0.32.0
load-env,nu-command,0.32.0
ls,nu-command,0.32.0
ls,nu-command,0.32.0
math,nu-command,0.32.0
math abs,nu-command,0.32.0
math avg,nu-command,0.32.0
math ceil,nu-command,0.32.0
math eval,nu-command,0.32.0
math floor,nu-command,0.32.0
math max,nu-command,0.32.0
math median,nu-command,0.32.0
math min,nu-command,0.32.0
math mode,nu-command,0.32.0
math product,nu-command,0.32.0
math round,nu-command,0.32.0
math sqrt,nu-command,0.32.0
math stddev,nu-command,0.32.0
math sum,nu-command,0.32.0
math variance,nu-command,0.32.0
merge,nu-command,0.32.0
mkdir,nu-command,0.32.0
move,nu-command,0.32.0
mv,nu-command,0.32.0
n,nu-command,0.32.0
nth,nu-command,0.32.0
nu plugin,nu-command,0.32.0
open,nu-command,0.32.0
p,nu-command,0.32.0
parse,nu-command,0.32.0
path,nu-command,0.32.0
path basename,nu-command,0.32.0
path dirname,nu-command,0.32.0
path exists,nu-command,0.32.0
path expand,nu-command,0.32.0
path join,nu-command,0.32.0
path parse,nu-command,0.32.0
path relative-to,nu-command,0.32.0
path split,nu-command,0.32.0
path type,nu-command,0.32.0
pivot,nu-command,0.32.0
pls,nu-command,0.32.0
pls aggregate,nu-command,0.32.0
pls convert,nu-command,0.32.0
pls drop,nu-command,0.32.0
pls dtypes,nu-command,0.32.0
pls groupby,nu-command,0.32.0
pls join,nu-command,0.32.0
pls list,nu-command,0.32.0
pls load,nu-command,0.32.0
pls sample,nu-command,0.32.0
pls select,nu-command,0.32.0
pls show,nu-command,0.32.0
prepend,nu-command,0.32.0
pwd,nu-command,0.32.0
random,nu-command,0.32.0
random bool,nu-command,0.32.0
random chars,nu-command,0.32.0
random decimal,nu-command,0.32.0
random dice,nu-command,0.32.0
random integer,nu-command,0.32.0
random uuid,nu-command,0.32.0
range,nu-command,0.32.0
reduce,nu-command,0.32.0
reject,nu-command,0.32.0
rename,nu-command,0.32.0
reverse,nu-command,0.32.0
rm,nu-command,0.32.0
roll,nu-command,0.32.0
roll column,nu-command,0.32.0
roll up,nu-command,0.32.0
rotate,nu-command,0.32.0
rotate counter-clockwise,nu-command,0.32.0
run_external,nu-command,0.32.0
save,nu-command,0.32.0
select,nu-command,0.32.0
seq,nu-command,0.32.0
seq date,nu-command,0.32.0
shells,nu-command,0.32.0
shuffle,nu-command,0.32.0
size,nu-command,0.32.0
skip,nu-command,0.32.0
skip until,nu-command,0.32.0
skip while,nu-command,0.32.0
sleep,nu-command,0.32.0
sort-by,nu-command,0.32.0
source,nu-command,0.32.0
split,nu-command,0.32.0
split chars,nu-command,0.32.0
split column,nu-command,0.32.0
split row,nu-command,0.32.0
split-by,nu-command,0.32.0
str,nu-command,0.32.0
str camel-case,nu-command,0.32.0
str capitalize,nu-command,0.32.0
str collect,nu-command,0.32.0
str contains,nu-command,0.32.0
str downcase,nu-command,0.32.0
str ends-with,nu-command,0.32.0
str find-replace,nu-command,0.32.0
str index-of,nu-command,0.32.0
str kebab-case,nu-command,0.32.0
str length,nu-command,0.32.0
str lpad,nu-command,0.32.0
str ltrim,nu-command,0.32.0
str pascal-case,nu-command,0.32.0
str reverse,nu-command,0.32.0
str rpad,nu-command,0.32.0
str rtrim,nu-command,0.32.0
str screaming-snake-case,nu-command,0.32.0
str snake-case,nu-command,0.32.0
str starts-with,nu-command,0.32.0
str substring,nu-command,0.32.0
str to-datetime,nu-command,0.32.0
str to-decimal,nu-command,0.32.0
str to-int,nu-command,0.32.0
str trim,nu-command,0.32.0
str upcase,nu-command,0.32.0
stub open,nu-command,0.32.0
table,nu-command,0.32.0
tags,nu-command,0.32.0
term size,nu-command,0.32.0
to,nu-command,0.32.0
to csv,nu-command,0.32.0
to html,nu-command,0.32.0
to json,nu-command,0.32.0
to md,nu-command,0.32.0
to toml,nu-command,0.32.0
to tsv,nu-command,0.32.0
to url,nu-command,0.32.0
to xml,nu-command,0.32.0
to yaml,nu-command,0.32.0
touch,nu-command,0.32.0
uniq,nu-command,0.32.0
update,nu-command,0.32.0
url,nu-command,0.32.0
url host,nu-command,0.32.0
url path,nu-command,0.32.0
url query,nu-command,0.32.0
url scheme,nu-command,0.32.0
version,nu-command,0.32.0
where,nu-command,0.32.0
which,nu-command,0.32.0
with-env,nu-command,0.32.0
wrap,nu-command,0.32.0
alias,nu-command,0.33.0
all?,nu-command,0.33.0
ansi,nu-command,0.33.0
ansi gradient,nu-command,0.33.0
ansi strip,nu-command,0.33.0
any?,nu-command,0.33.0
append,nu-command,0.33.0
autoenv,nu-command,0.33.0
autoenv trust,nu-command,0.33.0
autoenv untrust,nu-command,0.33.0
autoview,nu-command,0.33.0
benchmark,nu-command,0.33.0
build-string,nu-command,0.33.0
cal,nu-command,0.33.0
cd,nu-command,0.33.0
char,nu-command,0.33.0
chart,nu-command,0.33.0
clear,nu-command,0.33.0
clip,nu-command,0.33.0
collect,nu-command,0.33.0
compact,nu-command,0.33.0
config,nu-command,0.33.0
config clear,nu-command,0.33.0
config get,nu-command,0.33.0
config path,nu-command,0.33.0
config remove,nu-command,0.33.0
config set,nu-command,0.33.0
config set_into,nu-command,0.33.0
cp,nu-command,0.33.0
dataframe,nu-command,0.33.0
dataframe aggregate,nu-command,0.33.0
dataframe all-false,nu-command,0.33.0
dataframe all-true,nu-command,0.33.0
dataframe arg-max,nu-command,0.33.0
dataframe arg-min,nu-command,0.33.0
dataframe arg-sort,nu-command,0.33.0
dataframe arg-true,nu-command,0.33.0
dataframe arg-unique,nu-command,0.33.0
dataframe column,nu-command,0.33.0
dataframe count-null,nu-command,0.33.0
dataframe count-unique,nu-command,0.33.0
dataframe drop,nu-command,0.33.0
dataframe drop-duplicates,nu-command,0.33.0
dataframe drop-nulls,nu-command,0.33.0
dataframe dtypes,nu-command,0.33.0
dataframe filter,nu-command,0.33.0
dataframe get,nu-command,0.33.0
dataframe group-by,nu-command,0.33.0
dataframe head,nu-command,0.33.0
dataframe is-duplicated,nu-command,0.33.0
dataframe is-in,nu-command,0.33.0
dataframe is-not-null,nu-command,0.33.0
dataframe is-null,nu-command,0.33.0
dataframe is-unique,nu-command,0.33.0
dataframe join,nu-command,0.33.0
dataframe list,nu-command,0.33.0
dataframe load,nu-command,0.33.0
dataframe melt,nu-command,0.33.0
dataframe pivot,nu-command,0.33.0
dataframe rename,nu-command,0.33.0
dataframe sample,nu-command,0.33.0
dataframe select,nu-command,0.33.0
dataframe set,nu-command,0.33.0
dataframe shift,nu-command,0.33.0
dataframe show,nu-command,0.33.0
dataframe slice,nu-command,0.33.0
dataframe sort,nu-command,0.33.0
dataframe tail,nu-command,0.33.0
dataframe to-csv,nu-command,0.33.0
dataframe to-df,nu-command,0.33.0
dataframe to-dummies,nu-command,0.33.0
dataframe to-parquet,nu-command,0.33.0
dataframe to-series,nu-command,0.33.0
dataframe unique,nu-command,0.33.0
dataframe value-counts,nu-command,0.33.0
dataframe where,nu-command,0.33.0
dataframe with-column,nu-command,0.33.0
date,nu-command,0.33.0
date format,nu-command,0.33.0
date list-timezone,nu-command,0.33.0
date now,nu-command,0.33.0
date to-table,nu-command,0.33.0
date to-timezone,nu-command,0.33.0
debug,nu-command,0.33.0
def,nu-command,0.33.0
default,nu-command,0.33.0
describe,nu-command,0.33.0
do,nu-command,0.33.0
drop,nu-command,0.33.0
drop column,nu-command,0.33.0
each,nu-command,0.33.0
each group,nu-command,0.33.0
each window,nu-command,0.33.0
echo,nu-command,0.33.0
echo,nu-command,0.33.0
empty?,nu-command,0.33.0
enter,nu-command,0.33.0
every,nu-command,0.33.0
exec,nu-command,0.33.0
exit,nu-command,0.33.0
filesystem,nu-engine,0.33.0
first,nu-command,0.33.0
flatten,nu-command,0.33.0
for,nu-command,0.33.0
format,nu-command,0.33.0
format filesize,nu-command,0.33.0
from,nu-command,0.33.0
from csv,nu-command,0.33.0
from eml,nu-command,0.33.0
from ics,nu-command,0.33.0
from ini,nu-command,0.33.0
from json,nu-command,0.33.0
from ods,nu-command,0.33.0
from toml,nu-command,0.33.0
from tsv,nu-command,0.33.0
from url,nu-command,0.33.0
from vcf,nu-command,0.33.0
from xlsx,nu-command,0.33.0
from xml,nu-command,0.33.0
from yaml,nu-command,0.33.0
from yml,nu-command,0.33.0
get,nu-command,0.33.0
group-by,nu-command,0.33.0
group-by date,nu-command,0.33.0
hash,nu-command,0.33.0
hash base64,nu-command,0.33.0
hash md5,nu-command,0.33.0
headers,nu-command,0.33.0
help,nu-command,0.33.0
histogram,nu-command,0.33.0
history,nu-command,0.33.0
if,nu-command,0.33.0
ignore,nu-command,0.33.0
insert,nu-command,0.33.0
into,nu-command,0.33.0
into binary,nu-command,0.33.0
into int,nu-command,0.33.0
into string,nu-command,0.33.0
keep,nu-command,0.33.0
keep until,nu-command,0.33.0
keep while,nu-command,0.33.0
kill,nu-command,0.33.0
last,nu-command,0.33.0
length,nu-command,0.33.0
let,nu-command,0.33.0
let-env,nu-command,0.33.0
lines,nu-command,0.33.0
load-env,nu-command,0.33.0
ls,nu-command,0.33.0
ls,nu-command,0.33.0
math,nu-command,0.33.0
math abs,nu-command,0.33.0
math avg,nu-command,0.33.0
math ceil,nu-command,0.33.0
math eval,nu-command,0.33.0
math floor,nu-command,0.33.0
math max,nu-command,0.33.0
math median,nu-command,0.33.0
math min,nu-command,0.33.0
math mode,nu-command,0.33.0
math product,nu-command,0.33.0
math round,nu-command,0.33.0
math sqrt,nu-command,0.33.0
math stddev,nu-command,0.33.0
math sum,nu-command,0.33.0
math variance,nu-command,0.33.0
merge,nu-command,0.33.0
mkdir,nu-command,0.33.0
move,nu-command,0.33.0
mv,nu-command,0.33.0
n,nu-command,0.33.0
nth,nu-command,0.33.0
nu,nu-command,0.33.0
nu plugin,nu-command,0.33.0
open,nu-command,0.33.0
p,nu-command,0.33.0
parse,nu-command,0.33.0
path,nu-command,0.33.0
path basename,nu-command,0.33.0
path dirname,nu-command,0.33.0
path exists,nu-command,0.33.0
path expand,nu-command,0.33.0
path join,nu-command,0.33.0
path parse,nu-command,0.33.0
path relative-to,nu-command,0.33.0
path split,nu-command,0.33.0
path type,nu-command,0.33.0
pivot,nu-command,0.33.0
prepend,nu-command,0.33.0
pwd,nu-command,0.33.0
random,nu-command,0.33.0
random bool,nu-command,0.33.0
random chars,nu-command,0.33.0
random decimal,nu-command,0.33.0
random dice,nu-command,0.33.0
random integer,nu-command,0.33.0
random uuid,nu-command,0.33.0
range,nu-command,0.33.0
reduce,nu-command,0.33.0
reject,nu-command,0.33.0
rename,nu-command,0.33.0
reverse,nu-command,0.33.0
rm,nu-command,0.33.0
roll,nu-command,0.33.0
roll column,nu-command,0.33.0
roll up,nu-command,0.33.0
rotate,nu-command,0.33.0
rotate counter-clockwise,nu-command,0.33.0
run_external,nu-command,0.33.0
save,nu-command,0.33.0
select,nu-command,0.33.0
seq,nu-command,0.33.0
seq date,nu-command,0.33.0
shells,nu-command,0.33.0
shuffle,nu-command,0.33.0
size,nu-command,0.33.0
skip,nu-command,0.33.0
skip until,nu-command,0.33.0
skip while,nu-command,0.33.0
sleep,nu-command,0.33.0
sort-by,nu-command,0.33.0
source,nu-command,0.33.0
split,nu-command,0.33.0
split chars,nu-command,0.33.0
split column,nu-command,0.33.0
split row,nu-command,0.33.0
split-by,nu-command,0.33.0
str,nu-command,0.33.0
str camel-case,nu-command,0.33.0
str capitalize,nu-command,0.33.0
str collect,nu-command,0.33.0
str contains,nu-command,0.33.0
str downcase,nu-command,0.33.0
str ends-with,nu-command,0.33.0
str find-replace,nu-command,0.33.0
str index-of,nu-command,0.33.0
str kebab-case,nu-command,0.33.0
str length,nu-command,0.33.0
str lpad,nu-command,0.33.0
str ltrim,nu-command,0.33.0
str pascal-case,nu-command,0.33.0
str reverse,nu-command,0.33.0
str rpad,nu-command,0.33.0
str rtrim,nu-command,0.33.0
str screaming-snake-case,nu-command,0.33.0
str snake-case,nu-command,0.33.0
str starts-with,nu-command,0.33.0
str substring,nu-command,0.33.0
str to-datetime,nu-command,0.33.0
str to-decimal,nu-command,0.33.0
str to-int,nu-command,0.33.0
str trim,nu-command,0.33.0
str upcase,nu-command,0.33.0
stub open,nu-command,0.33.0
table,nu-command,0.33.0
tags,nu-command,0.33.0
term size,nu-command,0.33.0
to,nu-command,0.33.0
to csv,nu-command,0.33.0
to html,nu-command,0.33.0
to json,nu-command,0.33.0
to md,nu-command,0.33.0
to toml,nu-command,0.33.0
to tsv,nu-command,0.33.0
to url,nu-command,0.33.0
to xml,nu-command,0.33.0
to yaml,nu-command,0.33.0
touch,nu-command,0.33.0
uniq,nu-command,0.33.0
unlet-env,nu-command,0.33.0
update,nu-command,0.33.0
url,nu-command,0.33.0
url host,nu-command,0.33.0
url path,nu-command,0.33.0
url query,nu-command,0.33.0
url scheme,nu-command,0.33.0
version,nu-command,0.33.0
where,nu-command,0.33.0
which,nu-command,0.33.0
with-env,nu-command,0.33.0
wrap,nu-command,0.33.0
alias,nu-command,0.34.0
all?,nu-command,0.34.0
ansi,nu-command,0.34.0
ansi gradient,nu-command,0.34.0
ansi strip,nu-command,0.34.0
any?,nu-command,0.34.0
append,nu-command,0.34.0
autoenv,nu-command,0.34.0
autoenv trust,nu-command,0.34.0
autoenv untrust,nu-command,0.34.0
autoview,nu-command,0.34.0
benchmark,nu-command,0.34.0
build-string,nu-command,0.34.0
cal,nu-command,0.34.0
cd,nu-command,0.34.0
char,nu-command,0.34.0
chart,nu-command,0.34.0
clear,nu-command,0.34.0
clip,nu-command,0.34.0
collect,nu-command,0.34.0
compact,nu-command,0.34.0
config,nu-command,0.34.0
config clear,nu-command,0.34.0
config get,nu-command,0.34.0
config path,nu-command,0.34.0
config remove,nu-command,0.34.0
config set,nu-command,0.34.0
config set_into,nu-command,0.34.0
cp,nu-command,0.34.0
dataframe,nu-command,0.34.0
dataframe aggregate,nu-command,0.34.0
dataframe all-false,nu-command,0.34.0
dataframe all-true,nu-command,0.34.0
dataframe arg-max,nu-command,0.34.0
dataframe arg-min,nu-command,0.34.0
dataframe arg-sort,nu-command,0.34.0
dataframe arg-true,nu-command,0.34.0
dataframe arg-unique,nu-command,0.34.0
dataframe column,nu-command,0.34.0
dataframe count-null,nu-command,0.34.0
dataframe count-unique,nu-command,0.34.0
dataframe drop,nu-command,0.34.0
dataframe drop-duplicates,nu-command,0.34.0
dataframe drop-nulls,nu-command,0.34.0
dataframe dtypes,nu-command,0.34.0
dataframe filter-with,nu-command,0.34.0
dataframe first,nu-command,0.34.0
dataframe get,nu-command,0.34.0
dataframe group-by,nu-command,0.34.0
dataframe is-duplicated,nu-command,0.34.0
dataframe is-in,nu-command,0.34.0
dataframe is-not-null,nu-command,0.34.0
dataframe is-null,nu-command,0.34.0
dataframe is-unique,nu-command,0.34.0
dataframe join,nu-command,0.34.0
dataframe last,nu-command,0.34.0
dataframe list,nu-command,0.34.0
dataframe melt,nu-command,0.34.0
dataframe not,nu-command,0.34.0
dataframe open,nu-command,0.34.0
dataframe pivot,nu-command,0.34.0
dataframe rename,nu-command,0.34.0
dataframe sample,nu-command,0.34.0
dataframe select,nu-command,0.34.0
dataframe set,nu-command,0.34.0
dataframe set-with-idx,nu-command,0.34.0
dataframe shift,nu-command,0.34.0
dataframe show,nu-command,0.34.0
dataframe slice,nu-command,0.34.0
dataframe sort,nu-command,0.34.0
dataframe take,nu-command,0.34.0
dataframe to-csv,nu-command,0.34.0
dataframe to-df,nu-command,0.34.0
dataframe to-dummies,nu-command,0.34.0
dataframe to-parquet,nu-command,0.34.0
dataframe to-series,nu-command,0.34.0
dataframe unique,nu-command,0.34.0
dataframe value-counts,nu-command,0.34.0
dataframe where,nu-command,0.34.0
dataframe with-column,nu-command,0.34.0
date,nu-command,0.34.0
date format,nu-command,0.34.0
date list-timezone,nu-command,0.34.0
date now,nu-command,0.34.0
date to-table,nu-command,0.34.0
date to-timezone,nu-command,0.34.0
debug,nu-command,0.34.0
def,nu-command,0.34.0
default,nu-command,0.34.0
describe,nu-command,0.34.0
do,nu-command,0.34.0
drop,nu-command,0.34.0
drop column,nu-command,0.34.0
each,nu-command,0.34.0
each group,nu-command,0.34.0
each window,nu-command,0.34.0
echo,nu-command,0.34.0
echo,nu-command,0.34.0
empty?,nu-command,0.34.0
enter,nu-command,0.34.0
every,nu-command,0.34.0
exec,nu-command,0.34.0
exit,nu-command,0.34.0
filesystem,nu-engine,0.34.0
first,nu-command,0.34.0
flatten,nu-command,0.34.0
for,nu-command,0.34.0
format,nu-command,0.34.0
format filesize,nu-command,0.34.0
from,nu-command,0.34.0
from csv,nu-command,0.34.0
from eml,nu-command,0.34.0
from ics,nu-command,0.34.0
from ini,nu-command,0.34.0
from json,nu-command,0.34.0
from ods,nu-command,0.34.0
from toml,nu-command,0.34.0
from tsv,nu-command,0.34.0
from url,nu-command,0.34.0
from vcf,nu-command,0.34.0
from xlsx,nu-command,0.34.0
from xml,nu-command,0.34.0
from yaml,nu-command,0.34.0
from yml,nu-command,0.34.0
get,nu-command,0.34.0
group-by,nu-command,0.34.0
group-by date,nu-command,0.34.0
hash,nu-command,0.34.0
hash base64,nu-command,0.34.0
hash md5,nu-command,0.34.0
headers,nu-command,0.34.0
help,nu-command,0.34.0
histogram,nu-command,0.34.0
history,nu-command,0.34.0
if,nu-command,0.34.0
ignore,nu-command,0.34.0
insert,nu-command,0.34.0
into,nu-command,0.34.0
into binary,nu-command,0.34.0
into int,nu-command,0.34.0
into string,nu-command,0.34.0
keep,nu-command,0.34.0
keep until,nu-command,0.34.0
keep while,nu-command,0.34.0
kill,nu-command,0.34.0
last,nu-command,0.34.0
length,nu-command,0.34.0
let,nu-command,0.34.0
let-env,nu-command,0.34.0
lines,nu-command,0.34.0
load-env,nu-command,0.34.0
ls,nu-command,0.34.0
ls,nu-command,0.34.0
math,nu-command,0.34.0
math abs,nu-command,0.34.0
math avg,nu-command,0.34.0
math ceil,nu-command,0.34.0
math eval,nu-command,0.34.0
math floor,nu-command,0.34.0
math max,nu-command,0.34.0
math median,nu-command,0.34.0
math min,nu-command,0.34.0
math mode,nu-command,0.34.0
math product,nu-command,0.34.0
math round,nu-command,0.34.0
math sqrt,nu-command,0.34.0
math stddev,nu-command,0.34.0
math sum,nu-command,0.34.0
math variance,nu-command,0.34.0
merge,nu-command,0.34.0
mkdir,nu-command,0.34.0
move,nu-command,0.34.0
mv,nu-command,0.34.0
n,nu-command,0.34.0
nth,nu-command,0.34.0
nu,nu-command,0.34.0
nu plugin,nu-command,0.34.0
open,nu-command,0.34.0
p,nu-command,0.34.0
parse,nu-command,0.34.0
paste,nu-command,0.34.0
path,nu-command,0.34.0
path basename,nu-command,0.34.0
path dirname,nu-command,0.34.0
path exists,nu-command,0.34.0
path expand,nu-command,0.34.0
path join,nu-command,0.34.0
path parse,nu-command,0.34.0
path relative-to,nu-command,0.34.0
path split,nu-command,0.34.0
path type,nu-command,0.34.0
pathvar,nu-command,0.34.0
pathvar add,nu-command,0.34.0
pathvar append,nu-command,0.34.0
pathvar remove,nu-command,0.34.0
pathvar reset,nu-command,0.34.0
pathvar save,nu-command,0.34.0
pivot,nu-command,0.34.0
prepend,nu-command,0.34.0
pwd,nu-command,0.34.0
random,nu-command,0.34.0
random bool,nu-command,0.34.0
random chars,nu-command,0.34.0
random decimal,nu-command,0.34.0
random dice,nu-command,0.34.0
random integer,nu-command,0.34.0
random uuid,nu-command,0.34.0
range,nu-command,0.34.0
reduce,nu-command,0.34.0
reject,nu-command,0.34.0
rename,nu-command,0.34.0
reverse,nu-command,0.34.0
rm,nu-command,0.34.0
roll,nu-command,0.34.0
roll column,nu-command,0.34.0
roll up,nu-command,0.34.0
rotate,nu-command,0.34.0
rotate counter-clockwise,nu-command,0.34.0
run_external,nu-command,0.34.0
save,nu-command,0.34.0
select,nu-command,0.34.0
seq,nu-command,0.34.0
seq date,nu-command,0.34.0
shells,nu-command,0.34.0
shuffle,nu-command,0.34.0
size,nu-command,0.34.0
skip,nu-command,0.34.0
skip until,nu-command,0.34.0
skip while,nu-command,0.34.0
sleep,nu-command,0.34.0
sort-by,nu-command,0.34.0
source,nu-command,0.34.0
split,nu-command,0.34.0
split chars,nu-command,0.34.0
split column,nu-command,0.34.0
split row,nu-command,0.34.0
split-by,nu-command,0.34.0
str,nu-command,0.34.0
str camel-case,nu-command,0.34.0
str capitalize,nu-command,0.34.0
str collect,nu-command,0.34.0
str contains,nu-command,0.34.0
str downcase,nu-command,0.34.0
str ends-with,nu-command,0.34.0
str find-replace,nu-command,0.34.0
str index-of,nu-command,0.34.0
str kebab-case,nu-command,0.34.0
str length,nu-command,0.34.0
str lpad,nu-command,0.34.0
str pascal-case,nu-command,0.34.0
str reverse,nu-command,0.34.0
str rpad,nu-command,0.34.0
str screaming-snake-case,nu-command,0.34.0
str snake-case,nu-command,0.34.0
str starts-with,nu-command,0.34.0
str substring,nu-command,0.34.0
str to-datetime,nu-command,0.34.0
str to-decimal,nu-command,0.34.0
str to-int,nu-command,0.34.0
str trim,nu-command,0.34.0
str upcase,nu-command,0.34.0
stub open,nu-command,0.34.0
table,nu-command,0.34.0
tags,nu-command,0.34.0
term size,nu-command,0.34.0
to,nu-command,0.34.0
to csv,nu-command,0.34.0
to html,nu-command,0.34.0
to json,nu-command,0.34.0
to md,nu-command,0.34.0
to toml,nu-command,0.34.0
to tsv,nu-command,0.34.0
to url,nu-command,0.34.0
to xml,nu-command,0.34.0
to yaml,nu-command,0.34.0
touch,nu-command,0.34.0
uniq,nu-command,0.34.0
unlet-env,nu-command,0.34.0
update,nu-command,0.34.0
url,nu-command,0.34.0
url host,nu-command,0.34.0
url path,nu-command,0.34.0
url query,nu-command,0.34.0
url scheme,nu-command,0.34.0
version,nu-command,0.34.0
where,nu-command,0.34.0
which,nu-command,0.34.0
with-env,nu-command,0.34.0
wrap,nu-command,0.34.0
alias,nu-command,0.35.0
all?,nu-command,0.35.0
ansi,nu-command,0.35.0
ansi gradient,nu-command,0.35.0
ansi strip,nu-command,0.35.0
any?,nu-command,0.35.0
append,nu-command,0.35.0
autoenv,nu-command,0.35.0
autoenv trust,nu-command,0.35.0
autoenv untrust,nu-command,0.35.0
autoview,nu-command,0.35.0
benchmark,nu-command,0.35.0
build-string,nu-command,0.35.0
cal,nu-command,0.35.0
cd,nu-command,0.35.0
char,nu-command,0.35.0
chart,nu-command,0.35.0
clear,nu-command,0.35.0
clip,nu-command,0.35.0
collect,nu-command,0.35.0
compact,nu-command,0.35.0
config,nu-command,0.35.0
config clear,nu-command,0.35.0
config get,nu-command,0.35.0
config path,nu-command,0.35.0
config remove,nu-command,0.35.0
config set,nu-command,0.35.0
config set_into,nu-command,0.35.0
cp,nu-command,0.35.0
dataframe,nu-command,0.35.0
dataframe aggregate,nu-command,0.35.0
dataframe all-false,nu-command,0.35.0
dataframe all-true,nu-command,0.35.0
dataframe append,nu-command,0.35.0
dataframe arg-max,nu-command,0.35.0
dataframe arg-min,nu-command,0.35.0
dataframe arg-sort,nu-command,0.35.0
dataframe arg-true,nu-command,0.35.0
dataframe arg-unique,nu-command,0.35.0
dataframe column,nu-command,0.35.0
dataframe concatenate,nu-command,0.35.0
dataframe contains,nu-command,0.35.0
dataframe count-null,nu-command,0.35.0
dataframe count-unique,nu-command,0.35.0
dataframe drop,nu-command,0.35.0
dataframe drop-duplicates,nu-command,0.35.0
dataframe drop-nulls,nu-command,0.35.0
dataframe dtypes,nu-command,0.35.0
dataframe filter-with,nu-command,0.35.0
dataframe first,nu-command,0.35.0
dataframe get,nu-command,0.35.0
dataframe group-by,nu-command,0.35.0
dataframe is-duplicated,nu-command,0.35.0
dataframe is-in,nu-command,0.35.0
dataframe is-not-null,nu-command,0.35.0
dataframe is-null,nu-command,0.35.0
dataframe is-unique,nu-command,0.35.0
dataframe join,nu-command,0.35.0
dataframe last,nu-command,0.35.0
dataframe list,nu-command,0.35.0
dataframe melt,nu-command,0.35.0
dataframe not,nu-command,0.35.0
dataframe open,nu-command,0.35.0
dataframe pivot,nu-command,0.35.0
dataframe rename,nu-command,0.35.0
dataframe replace,nu-command,0.35.0
dataframe replace-all,nu-command,0.35.0
dataframe sample,nu-command,0.35.0
dataframe select,nu-command,0.35.0
dataframe set,nu-command,0.35.0
dataframe set-with-idx,nu-command,0.35.0
dataframe shape,nu-command,0.35.0
dataframe shift,nu-command,0.35.0
dataframe show,nu-command,0.35.0
dataframe slice,nu-command,0.35.0
dataframe sort,nu-command,0.35.0
dataframe str-lengths,nu-command,0.35.0
dataframe str-slice,nu-command,0.35.0
dataframe take,nu-command,0.35.0
dataframe to-csv,nu-command,0.35.0
dataframe to-df,nu-command,0.35.0
dataframe to-dummies,nu-command,0.35.0
dataframe to-lowercase,nu-command,0.35.0
dataframe to-parquet,nu-command,0.35.0
dataframe to-uppercase,nu-command,0.35.0
dataframe unique,nu-command,0.35.0
dataframe value-counts,nu-command,0.35.0
dataframe where,nu-command,0.35.0
dataframe with-column,nu-command,0.35.0
date,nu-command,0.35.0
date format,nu-command,0.35.0
date humanize,nu-command,0.35.0
date list-timezone,nu-command,0.35.0
date now,nu-command,0.35.0
date to-table,nu-command,0.35.0
date to-timezone,nu-command,0.35.0
debug,nu-command,0.35.0
def,nu-command,0.35.0
default,nu-command,0.35.0
describe,nu-command,0.35.0
do,nu-command,0.35.0
drop,nu-command,0.35.0
drop column,nu-command,0.35.0
each,nu-command,0.35.0
each group,nu-command,0.35.0
each window,nu-command,0.35.0
echo,nu-command,0.35.0
echo,nu-command,0.35.0
empty?,nu-command,0.35.0
enter,nu-command,0.35.0
every,nu-command,0.35.0
exec,nu-command,0.35.0
exit,nu-command,0.35.0
filesystem,nu-engine,0.35.0
first,nu-command,0.35.0
flatten,nu-command,0.35.0
for,nu-command,0.35.0
format,nu-command,0.35.0
format filesize,nu-command,0.35.0
from,nu-command,0.35.0
from csv,nu-command,0.35.0
from eml,nu-command,0.35.0
from ics,nu-command,0.35.0
from ini,nu-command,0.35.0
from json,nu-command,0.35.0
from ods,nu-command,0.35.0
from toml,nu-command,0.35.0
from tsv,nu-command,0.35.0
from url,nu-command,0.35.0
from vcf,nu-command,0.35.0
from xlsx,nu-command,0.35.0
from xml,nu-command,0.35.0
from yaml,nu-command,0.35.0
from yml,nu-command,0.35.0
get,nu-command,0.35.0
group-by,nu-command,0.35.0
group-by date,nu-command,0.35.0
hash,nu-command,0.35.0
hash base64,nu-command,0.35.0
headers,nu-command,0.35.0
help,nu-command,0.35.0
histogram,nu-command,0.35.0
history,nu-command,0.35.0
if,nu-command,0.35.0
ignore,nu-command,0.35.0
insert,nu-command,0.35.0
into,nu-command,0.35.0
into binary,nu-command,0.35.0
into int,nu-command,0.35.0
into path,nu-command,0.35.0
into string,nu-command,0.35.0
keep,nu-command,0.35.0
keep until,nu-command,0.35.0
keep while,nu-command,0.35.0
kill,nu-command,0.35.0
last,nu-command,0.35.0
length,nu-command,0.35.0
let,nu-command,0.35.0
let-env,nu-command,0.35.0
lines,nu-command,0.35.0
load-env,nu-command,0.35.0
ls,nu-command,0.35.0
ls,nu-command,0.35.0
math,nu-command,0.35.0
math abs,nu-command,0.35.0
math avg,nu-command,0.35.0
math ceil,nu-command,0.35.0
math eval,nu-command,0.35.0
math floor,nu-command,0.35.0
math max,nu-command,0.35.0
math median,nu-command,0.35.0
math min,nu-command,0.35.0
math mode,nu-command,0.35.0
